source,author,title,description,url,urlToImage,publishedAt,content,company,ticker
"{'id': 'wired', 'name': 'Wired'}",Angela Watercutter,The Very 2020 Ascent of Sarah Cooper,"The comedian, whose impersonations of Trump garnered a huge following on social media, is now hosting late-night and getting her own Netflix special.",https://www.wired.com/story/sarah-cooper-netflix-special/,"https://media.wired.com/photos/5f35b7fc86a7c014331d15dd/191:100/w_1280,c_limit/Culture_Monitor_Sarah-Cooper-B46A2916-10.jpg",2020-08-14T13:00:00Z,"The Monitor is a weekly column devoted to everything happening in the WIRED world of culture, from movies to memes, TV to Twitter.
Sarah Cooper used to work at Google. Now, shes about to work for Ne… [+1942 chars]",Netflix,NFLX
"{'id': 'the-verge', 'name': 'The Verge'}",Jacob Kastrenakes,11 new trailers to watch this week,"Watch this week’s best new trailers from HBO, Netflix, Amazon, Disney Plus, and more, including a new trailer for Beyoncé’s next visual album, Black is King.",https://www.theverge.com/2020/7/25/21337086/new-trailers-watch-hbo-netflix-disney-bill-ted-black-is-king-his-dark-materials,https://cdn.vox-cdn.com/thumbor/PUb7t3XE5K-4_UTe0suD16nNd4k=/0x210:2054x1285/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/20149971/bill_ted_face_the_music_Keanu_Reeves_and_Alex_Winter_star_in_BILL_TED_FACE_THE_MUSIC_rgb.jpg,2020-07-25T14:00:00Z,"Bill &amp; Ted wont be delayed
Photo Credit: Patti Perret / Orion Pictures
I spent last week burning through The Great, Hulus new-ish series that has Elle Fanning playing a very fictionalized versi… [+4136 chars]",Netflix,NFLX
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Brian Heater,Now you can watch Netflix on Google’s Nest smart screens,"Google has long had a leg up on Amazon as far as smart screen video playback is concerned. YouTube is really the ideal service for these kinds of devices. Amazon, on the other hand, has a solid option for watching movies and TV on the Echo Show, in the form o…",http://techcrunch.com/2020/07/21/now-you-can-watch-netflix-on-googles-nest-smart-screens/,https://techcrunch.com/wp-content/uploads/2020/07/Netflix-on-Nest-smart-displays.jpg?w=538,2020-07-21T14:00:45Z,"Google has long had a leg up on Amazon as far as smart screen video playback is concerned. YouTube is really the ideal service for these kinds of devices. Amazon, on the other hand, has a solid optio… [+1112 chars]",Netflix,NFLX
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Manish Singh,Netflix tests new low-cost subscription plan in India,Netflix is testing a new low-cost pricing tier in India as the on-demand video streaming service looks to court more subscribers in Asia’s third-largest economy. The American giant has unveiled a “Mobile+” plan for some new subscribers in India that delivers …,http://techcrunch.com/2020/07/21/netflix-tests-new-low-cost-subscription-plan-in-india/,https://techcrunch.com/wp-content/uploads/2019/07/GettyImages-1065115112.jpg?w=695,2020-07-21T09:52:33Z,"Netflix is testing a new low-cost pricing tier in India as the on-demand video streaming service looks to court more subscribers in Asias third-largest economy.
The American giant has unveiled a Mob… [+1550 chars]",Netflix,NFLX
"{'id': 'mashable', 'name': 'Mashable'}",Mark Stetson,The 'Work It' cast plays Stock Footage Pictionary,"We tested the cast of ""Work It"" on their movie knowledge using nothing but clips of stock footage.  Read more...More about Youtube, Netflix, Mashable Video, Liza Koshy, and Netflix Original",https://mashable.com/video/stock-video-pictionary-work-it/,https://mondrian.mashable.com/2020%252F08%252F10%252Fbb%252F849284d7d42446088b03986e22116e7e.db0ef.png%252F1200x630.png?signature=hmtuGrBCR5Iv3cxHBAzZ-EWZNYI=,2020-08-10T20:35:11Z,,Netflix,NFLX
"{'id': None, 'name': 'Lifehacker.com'}",David Murphy,How to Read a Movie's Script While You Stream It,"If you’re ever curious how a movie script translates to what you’re watching on screen—including just how much of an actor’s dialogue was improvised or prewritten—do I have a browser extension for you. I just stumbled across it the other day, and it’s just wh…",https://lifehacker.com/how-to-read-a-movies-script-while-you-stream-it-1844749807,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/kvqevlvrmla3t1ryioll.png",2020-08-17T20:00:00Z,If youre ever curious how a movie script translates to what youre watching on screenincluding just how much of an actors dialogue was improvised or prewrittendo I have a browser extension for you. I … [+1921 chars],Netflix,NFLX
"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,PayPal and Venmo QR payments are coming to CVS Pharmacies,"CVS pharmacies will soon let you do touch-free payments using your PayPal or Venmo accounts by using PayPal’s QR code payment system, PayPal has announced. The system will let shoppers “securely pay for their items without needing to touch a keypad or sign a …",https://www.engadget.com/pay-pal-and-venmo-payments-are-coming-to-cvs-pharmacies-124500145.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F9a334450-d310-11ea-bd6b-79ecd00458f4&client=amp-blogside-v2&signature=38f2643769607b90be578955fc58a3537f7497fe,2020-07-31T12:45:00Z,"CVS pharmacies will soon let you do touch-free payments using your PayPal or Venmo accounts by using PayPal’s QR code payment system, PayPal has announced. The system will let shoppers “securely pay … [+412 chars]",PayPal,PYPL
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Sarah Perez,"PayPal and Venmo QR Code checkout is coming to 8,200 CVS stores in Q4","PayPal has struck a deal with CVS Pharmacy to offer the ability to check out using PayPal’s payment services, including both PayPal and Venmo, at the register. The company announced this morning CVS will become the first nationwide retailer to allow customer …",http://techcrunch.com/2020/07/30/paypal-and-venmo-qr-code-checkout-is-coming-to-8200-cvs-stores-in-q4/,https://techcrunch.com/wp-content/uploads/2019/10/GettyImages-1154091538.jpg?w=563,2020-07-30T14:47:27Z,"PayPal has struck a deal with CVS Pharmacy to offer the ability to check out using PayPal’s payment services, including both PayPal and Venmo, at the register. The company announced this morning CVS … [+3766 chars]",PayPal,PYPL
"{'id': 'mashable', 'name': 'Mashable'}",Sasha Lekach,Shopping at CVS? Pretty soon you can just Venmo the drug store.,"Usually when you open the Venmo (or PayPal) app, it's to send a payment to another user — like your roommate who ponied up for the pizza delivery. But starting in the fall, you'll be able to use those apps to pay with your phone at CVS Pharmacy stores across …",https://mashable.com/article/venmo-paypal-qr-code-cvs/,https://mondrian.mashable.com/2020%252F07%252F30%252Fb8%252Feb217044b8934d3bbc8babb667511e4e.692fc.jpg%252F1200x630.jpg?signature=xd8Y9dTzFT09pL0558bwFivN2qo=,2020-07-30T19:06:45Z,"Usually when you open the Venmo (or PayPal) app, it's to send a payment to another user like your roommate who ponied up for the pizza delivery. But starting in the fall, you'll be able to use those … [+1231 chars]",PayPal,PYPL
"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Former Paypal executive to lead Facebook Pay - Reuters,"Facebook Inc named former PayPal Holdings Inc executive Stephane Kasriel to lead Facebook Pay, a company executive said on Monday.",https://www.reuters.com/article/us-facebook-moves-idUSKCN256292,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-08-10T17:32:00Z,"(Reuters) - Facebook Inc (FB.O) named former PayPal Holdings Inc (PYPL.O) executive Stephane Kasriel to lead Facebook Pay, a company executive said on Monday. 
The social media giant will also creat… [+460 chars]",PayPal,PYPL
"{'id': 'engadget', 'name': 'Engadget'}",Nicole Lee,Facebook forms financial group to focus on payments,"Facebook has decided to delve deeper into commerce with the creation of a new group focused on payments. According to Bloomberg, it’s called F2 internally (short for Facebook Financial), and is meant to take care of all payments-related projects including Fac…",https://www.engadget.com/facebook-financial-171810881.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2018-12%2Fd50afa90-f8ac-11e8-9eff-b3c598cb4350&client=amp-blogside-v2&signature=bede3bdddfe4cfa405b6d7837243d8830c0e0da9,2020-08-10T17:18:10Z,The company believes that enabling such purchases makes advertising becomes more valuable. CEO Mark Zuckerberg has said that he’s quite keen on growing in-app transactions. “As payments grow across M… [+937 chars],PayPal,PYPL
"{'id': 'business-insider', 'name': 'Business Insider'}",Patrick Coffee,PayPal parts with top advertising executive after shifting its marketing strategy during the pandemic,"<ul>
<li>PayPal's chief creative officer Steve Simpson, its top advertising executive, left the company after about a year.</li>
<li>The move came after PayPal shifted its marketing strategy during the coronavirus pandemic, placing less emphasis on the brand …",https://www.businessinsider.com/paypal-parts-with-top-advertising-exec-after-one-year-2020-8,https://i.insider.com/5f2db0a03ad86112db54d181?width=1200&format=jpeg,2020-08-07T21:50:51Z,"PayPal's highest-ranking ad executive Steve Simpson left earlier this month after just over a year as part of a restructuring of its global marketing business.
Simpson, who was chief creative office… [+1682 chars]",PayPal,PYPL
"{'id': 'reuters', 'name': 'Reuters'}",David Henry,PayPal says 86% profit jump flags shift from cash payments in stores - Reuters India,Payments processor PayPal Holdings Inc said on Wednesday that a surge in e-commerce transactions and new accounts that drove quarterly profits 86% higher was continuing and would support additional investments in mobile-payment tools.,https://in.reuters.com/article/paypal-hldg-results-idINKCN24V0BW,https://s3.reutersmedia.net/resources/r/?m=02&d=20200730&t=2&i=1527634170&w=1200&r=LYNXNPEG6T07J,2020-07-30T03:11:00Z,(Reuters) - Payments processor PayPal Holdings Inc said on Wednesday that a surge in e-commerce transactions and new accounts that drove quarterly profits 86% higher was continuing and would support … [+1830 chars],PayPal,PYPL
"{'id': 'reuters', 'name': 'Reuters'}",David Henry,PayPal beats estimates with 86% profit jump on pandemic spending shift - Reuters UK,E-commerce payments processor PayPal Holdings Inc beat Wall Street estimates on Wednesday with an 86% increase in quarterly profit driven by the shift to online spending amid the coronavirus pandemic.,https://uk.reuters.com/article/us-paypal-hldg-results-idUKKCN24U33Z,https://s3.reutersmedia.net/resources/r/?m=02&d=20200729&t=2&i=1527597260&w=1200&r=LYNXNPEG6S1SM,2020-07-29T20:32:00Z,(Reuters) - E-commerce payments processor PayPal Holdings Inc (PYPL.O) beat Wall Street estimates on Wednesday with an 86% increase in quarterly profit driven by the shift to online spending amid the… [+1655 chars],PayPal,PYPL
"{'id': 'reuters', 'name': 'Reuters'}",David Henry,UPDATE 1-PayPal beats estimates with 86% profit jump on pandemic spending shift - Reuters India,E-commerce payments processor PayPal Holdings Inc beat Wall Street estimates on Wednesday with an 86% increase in quarterly profit driven by the shift to online spending amid the coronavirus pandemic.,https://in.reuters.com/article/paypal-hldg-results-idINL2N2F02NM,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-07-29T20:56:00Z,"(Adds outlook for rest of year, stock reaction) 
By David Henry 
July 29 (Reuters) - E-commerce payments processor PayPal Holdings Inc beat Wall Street estimates on Wednesday with an 86% increase i… [+1722 chars]",PayPal,PYPL
"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,PayPal profit jumps 86% on pandemic-driven online spending shift - Reuters,PayPal Holdings Inc reported an 86% jump in second-quarter profit on Wednesday as the e-commerce payments processor benefited from the shift to online spending amid the coronavirus pandemic.,https://www.reuters.com/article/us-paypal-hldg-results-idUSKCN24U33Z,https://s3.reutersmedia.net/resources/r/?m=02&d=20200729&t=2&i=1527597260&w=1200&r=LYNXNPEG6S1SM,2020-07-29T20:39:00Z,(Reuters) - PayPal Holdings Inc (PYPL.O) reported an 86% jump in second-quarter profit on Wednesday as the e-commerce payments processor benefited from the shift to online spending amid the coronavir… [+639 chars],PayPal,PYPL
"{'id': 'business-insider', 'name': 'Business Insider'}",Shannen Balogh,"A five-year truce between eBay and PayPal has come to an end, and now the digital marketplace is eyeing a $2 billion revenue opportunity from bringing payments in-house","<ul>
<li>When eBay spun off PayPal in 2015, the two companies entered into a five-year operating agreement, whereby PayPal would continue to process all of eBay's payments and was limited with how it could interact with some of the marketplace's biggest compe…",https://www.businessinsider.com/ebay-paypal-operating-agreement-end-payments-2020-7,https://i.insider.com/5f11ffe5191824577837bab2?width=1200&format=jpeg,2020-07-20T12:01:00Z,"eBay and PayPal's five-year operating agreement just ended, and the online marketplace is eyeing billions in new potential revenue by managing its payments in-house.
eBay acquired PayPal in 2002, an… [+4679 chars]",PayPal,PYPL
"{'id': None, 'name': 'Lifehacker.com'}",Brendan Hesse,What Mac Users Should Know About the New 'XCSSET' Malware,"If you’re a Mac developer, or you like to try out new apps by building Xcode projects, there’s a serious strain of malware you need to be aware of: XCSSET.Read more...",https://lifehacker.com/what-mac-users-should-know-about-the-new-xcsset-malware-1844753744,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/rs4yol5nxbrckkxuyi64.jpg",2020-08-18T14:30:00Z,"If youre a Mac developer, or you like to try out new apps by building Xcode projects, theres a serious strain of malware you need to be aware of: XCSSET.
Cybersecurity firm Trend Micro published a r… [+3067 chars]",PayPal,PYPL
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Ingrid Lunden,Extra Crunch Live: Join a live Q&A with Max Levchin today at 1pm PT/4pm ET,"Money makes the world go round, as the saying goes. But how and where we spend it are still very much up for grabs. One person who has been pondering that question and providing answers very successfully is Max Levchin, and we’re very excited to have him as o…",http://techcrunch.com/2020/08/06/max-levchin-live-qa-extra-crunch-live/,https://techcrunch.com/wp-content/uploads/2020/08/Max-Levchin-1.jpg?w=400,2020-08-06T16:12:05Z,"Money makes the world go round, as the saying goes. But how and where we spend it are still very much up for grabs.
One person who has been pondering that question and providing answers very success… [+1904 chars]",PayPal,PYPL
"{'id': None, 'name': 'MarketWatch'}",Emily Bary,Here’s how PayPal hopes to turn Venmo into the next PayPal,"If PayPal can get bigger, it will likely depend on one of the trendiest brands in financial technology, Venmo, turning its popularity with consumers into actual revenue. Making Venmo a true money machine for PayPal will depend on its new general manager, Darr…",https://www.marketwatch.com/story/heres-how-paypal-hopes-to-turn-venmo-into-the-next-paypal-2020-07-31,https://s.marketwatch.com/public/resources/images/MW-IL599_venmo__ZG_20200731143852.jpg,2020-07-31T21:35:54Z,"PayPal Holdings Inc. has built itself into a financial juggernaut during the COVID-19 pandemic, and its now worth more than Walt Disney Co., Netflix Inc. and every U.S. bank except JPMorgan Chase &am… [+9421 chars]",PayPal,PYPL
"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Canada's Shopify partners with lending startup Affirm - Reuters India,Lending startup Affirm said on Wednesday it will partner with Shopify Inc in the United States to let the Canadian e-commerce company's shoppers pay in installments.,https://in.reuters.com/article/us-shopify-affirm-idINKCN24N2MD,https://s4.reutersmedia.net/resources/r/?m=02&d=20200722&t=2&i=1526751194&w=1200&r=LYNXNPEG6L1IU,2020-07-22T18:16:00Z,"(Reuters) - Lending startup Affirm said on Wednesday it will partner with Shopify Inc (SHOP.TO) in the United States to let the Canadian e-commerce company’s shoppers pay in installments. 
Shopify’s… [+729 chars]",PayPal,PYPL
"{'id': None, 'name': 'Gonevis.com'}",Alireza Savand,"Fuck PayPal SDK, Developer Support and all their business","Fuck you PayPal, fuck you so fucking much!The API is the worst, the documentation is confusing, nothing works as expected.I've been trying to",https://alireza.gonevis.com/fuck-paypal-sdk-developer-support-and-all-their-business/,,2020-07-28T21:09:29Z,"Fuck you PayPal, fuck you so fucking much!
The API is the worst, the documentation is confusing, nothing works as expected.
I've been trying to get PayPal integrated to add some paid plans on GoNev… [+4123 chars]",PayPal,PYPL
"{'id': 'mashable', 'name': 'Mashable'}",Veronika Kero,Fulfill your dream of writing a book with this $30 publishing course,"TL;DR: Work towards finishing your own book with the Independent Publishing Master Class bundle for $29.99, an 84% savings as of Aug. 9. 

You may not think you have what it takes to write and publish a book, even if you have a great idea for the next YA fict…",https://mashable.com/shopping/aug-9-publish-a-book-online-course-sale/,https://mondrian.mashable.com/2020%252F08%252F09%252Fc8%252F3d0de0a7529349ea901c7155e72c8e01.d80e8.jpg%252F1200x630.jpg?signature=I0dUtI4av_DOqu6selI6zRfda4U=,2020-08-09T09:00:00Z,"TL;DR: Work towards finishing your own book with the Independent Publishing Master Class bundle for $29.99, an 84% savings as of Aug. 9. 
You may not think you have what it takes to write and publis… [+1960 chars]",PayPal,PYPL
"{'id': None, 'name': 'Medium'}",Byrne Hobart,Where do Business Mafias come from?,"The PayPal Mafia has produced SpaceX, Palantir, Tesla, LinkedIn, YouTube, and others. How did Elon Musk and co. do it?",https://marker.medium.com/where-do-business-mafias-come-from-34f47b33eecd,https://miro.medium.com/focal/1200/632/53/3/1*nN6qcuUfsc7vHW1jZZaYlA.jpeg,2020-08-01T12:54:33Z,"The PayPal Mafia is rightfully famous for producing a slew of valuable companies SpaceX ($33 billion), Palantir ($26 billion), Tesla ($42 billion market cap plus or minus a few billion dollars depend… [+12757 chars]",PayPal,PYPL
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Jordan Crook,"Stix, offering D2C pregnancy and ovulation tests, raises $1.3 million in seed funding","Stix, a direct-to-consumer women’s health brand, today announced the close of a $1.3 million seed round. Investors such as BDMI, Rogue Women’s Fund, Vamos Ventures, Founders Factory New York, as well as angels like Heidi Zak (ThirdLove) Laurence Franklin (Coa…",http://techcrunch.com/2020/08/05/stix-offering-d2c-pregnancy-and-ovulation-tests-raises-1-3-million-in-seed-funding/,https://techcrunch.com/wp-content/uploads/2020/08/Founder-Headshots.png?w=487,2020-08-05T14:00:01Z,"Stix, a direct-to-consumer women’s health brand, today announced the close of a $1.3 million seed round. Investors such as BDMI, Rogue Women’s Fund, Vamos Ventures, Founders Factory New York, as well… [+2675 chars]",PayPal,PYPL
"{'id': None, 'name': 'VentureBeat'}",Paul Sawers,eBay sells its classifieds business to Adevinta for $9.2 billion,eBay has confirmed that it is selling its classifieds business to Norway-based marketplace operator Adevinta in a cash and stock deal worth $9.2 billion,https://venturebeat.com/2020/07/21/ebay-sells-its-classifieds-business-to-adevinta-for-9-2-billion/,https://venturebeat.com/wp-content/uploads/2019/07/ebayfeat.jpg?w=1200&strip=all,2020-07-21T08:17:35Z,eBay has announced that it is selling its classifieds business to Norway-based marketplace operator Adevinta in a cash and stock deal worth $9.2 billion. The confirmation comes shortly after rumors h… [+1685 chars],PayPal,PYPL
"{'id': None, 'name': 'Slashdot.org'}",msmash,Nvidia in Advanced Talks To Buy Chip Giant Arm,"Nvidia is in advanced talks to acquire Arm, the chip designer that SoftBank Group bought for $32 billion four years ago, Bloomberg reported Friday, citing sources familiar with the matter. From the report: The two parties aim to reach a deal in the next few w…",https://tech.slashdot.org/story/20/07/31/1355210/nvidia-in-advanced-talks-to-buy-chip-giant-arm,https://a.fsdn.com/sd/topics/business_64.png,2020-07-31T13:55:00Z,"Buying Arm would further consolidate Nvidia's position at the centre of the semiconductor industry, at just the moment when the British chip designer's technology is finding broader applications beyo… [+1108 chars]",Broadcom,AVGO
"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Alleged Images of 5.4-inch 'iPhone 12' Display Panels Surface on Weibo,"Images emerged on Chinese social media platform Weibo over the weekend purporting to show display panels for Apple's upcoming ""iPhone 12"" lineup. The images also appeared briefly on Slashleaks before being taken down on Monday.





The photos depict what loo…",https://www.macrumors.com/2020/07/27/5-4-inch-iphone-12-display-images/,https://images.macrumors.com/article-new/2020/07/iPhone-12-panel-5-4-inch.jpg,2020-07-27T10:45:42Z,"Images emerged on Chinese social media platform Weibo over the weekend purporting to show display panels for Apple's upcoming ""iPhone 12"" lineup. The images also appeared briefly on Slashleaks before… [+2616 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Hackaday'}",Pedro Umbelino,Separation Between WiFi and Bluetooth Broken by the Spectra Co-Existence Attack,"This year, at DEF CON 28
 DEF CON Safe Mode, security researchers [Jiska Classen] and [Francesco Gringoli] gave a talk about inter-chip privilege escalation using wireless coexistence mechanisms. The title is catchy, sure, but what exactly is this about?
To …",https://hackaday.com/2020/08/07/separation-between-wifi-and-bluetooth-broken-by-the-spectra-co-existence-attack/,https://hackaday.com/wp-content/uploads/2020/08/spectra.png,2020-08-07T17:01:45Z,"This year, at 
DEF CON 28
 DEF CON Safe Mode, security researchers [Jiska Classen] and [Francesco Gringoli] gave a talk about inter-chip privilege escalation using wireless coexistence mechanisms. … [+5024 chars]",Broadcom,AVGO
"{'id': 'reuters', 'name': 'Reuters'}",Stephen Nellis,"Apple delivers blowout earnings, strong iPhone revenue despite COVID-19 - Reuters","Apple Inc on Thursday delivered blowout quarterly results, reporting year-on-year revenue gains across every category and in every geography as consumers working and learning from home during the COVID-19 pandemic turned to its products and services.",https://www.reuters.com/article/us-apple-results-idUSKCN24V3J4,https://s4.reutersmedia.net/resources/r/?m=02&d=20200730&t=2&i=1527762912&w=1200&r=LYNXNPEG6T1ZU,2020-07-30T20:37:00Z,"(Reuters) - Apple Inc (AAPL.O) on Thursday delivered blowout quarterly results, reporting year-on-year revenue gains across every category and in every geography as consumers working and learning fro… [+4610 chars]",Broadcom,AVGO
"{'id': 'reuters', 'name': 'Reuters'}",Stephen Nellis,"UPDATE 1-Apple delivers blowout earnings, strong iPhone revenue despite COVID-19 - Reuters India","Apple Inc on Thursday delivered blowout quarterly results, reporting year-on-year revenue gains across every category and in every geography as consumers working and learning from home during the COVID-19 pandemic turned to its products and services.",https://in.reuters.com/article/us-apple-results-idINKCN24V3J4,https://s4.reutersmedia.net/resources/r/?m=02&d=20200730&t=2&i=1527762912&w=1200&r=LYNXNPEG6T1ZU,2020-07-30T20:33:00Z,"(Reuters) - Apple Inc (AAPL.O) on Thursday delivered blowout quarterly results, reporting year-on-year revenue gains across every category and in every geography as consumers working and learning fro… [+4610 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Techmeme.com'}",,"Network chip startup Innovium raises $170M at a $1B+ post-money valuation, bringing its total raised to date to $350M, as it seeks to challenge Broadcom (Tiernan Ray/ZDNet)","Tiernan Ray / ZDNet:
Network chip startup Innovium raises $170M at a $1B+ post-money valuation, bringing its total raised to date to $350M, as it seeks to challenge Broadcom  —  Data center networks are moving to 400-gigabyte-per-second connections, and San J…",https://www.techmeme.com/200721/p29,https://zdnet1.cbsistatic.com/hub/i/r/2020/07/21/f4daf54c-1c41-4c67-9435-475980ba6bd1/thumbnail/770x578/9df7e5cae70fa2b796662bc97df1d383/innovium-switch-silicon-portfolio-slide-july-2020.jpg,2020-07-21T20:20:01Z,,Broadcom,AVGO
"{'id': None, 'name': 'Android Central'}",Harish Jonnalagadda,SMIC: Everything you need to know about China's answer to TSMC,"China is planning on becoming self-reliant with its homegrown semiconductor fab.





Jump to:


What is a foundry?
SMIC is China's best bet at semiconducter self-reliance




It's an interesting time in the semiconductor industry. Intel announced that it is …",https://www.androidcentral.com/smic-everything-you-need-know,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/08/wafer-fab.jpg,2020-08-06T12:30:02Z,"It's an interesting time in the semiconductor industry. Intel announced that it is pushing its 7nm plans to 2022 or 2023 (losing further ground to AMD), Qualcomm just posted massive profits for Q2 20… [+4691 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Ctvnews.ca'}",Tali Arbel and Anne D'Innocenzio,Microsoft in advanced talks to buy TikTok's U.S. business - CTV News,"<ol><li>Microsoft in advanced talks to buy TikTok's U.S. business  CTV News
</li><li>What would a U.S. ban on Chinese-owned app TikTok mean?  CBC.ca
</li><li>TikTok’s Chinese owner offers to forego stake to clinch U.S. deal - sources  The Globe and Mail
</…",https://www.ctvnews.ca/world/microsoft-in-advanced-talks-to-buy-tiktok-s-u-s-business-1.5047984,https://www.ctvnews.ca/polopoly_fs/1.5047986.1596250062!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2020-08-01T02:48:00Z,"NEW YORK -- 
Microsoft is in advanced talks to buy the U.S. operations of TikTok, the popular Chinese-owned video app that has been a source of national security and censorship concerns, according t… [+6004 chars]",Broadcom,AVGO
"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (Mike Peterson),Nvidia is reportedly in 'advanced talks' to acquire Arm Holdings,"Graphics chipmaker Nvidia is reportedly in ""advanced talks"" to acquire Arm Holdings, which if completed, could be the largest deal to date in the semiconductor industry.Credit: Arm HoldingsIt was reported earlier in July that SoftBank, the company that owns A…",https://appleinsider.com/articles/20/07/31/nvidia-is-reportedly-in-advanced-talks-to-acquire-arm-holdings,https://photos5.appleinsider.com/gallery/36961-69156-Arm-Holdings-Chip-xl.jpg,2020-07-31T17:24:53Z,"Graphics chipmaker Nvidia is reportedly in ""advanced talks"" to acquire Arm Holdings, which if completed, could be the largest deal to date in the semiconductor industry.
It was reported earlier in J… [+1834 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Motley Fool'}",newsfeedback@fool.com (Sean Williams),3 Perfect Stocks for Retirees to Buy Right Now,These companies offer just the right blend of growth and income to allow seniors to sleep easy at night.,https://www.fool.com/investing/2020/07/19/3-perfect-stocks-for-retirees-to-buy-right-now.aspx,https://g.foolcdn.com/editorial/images/582490/senior-reading-financial-news-investing-getty.jpg,2020-07-19T11:21:00Z,"For many Americans, 2020 is a year they won't soon forget. The coronavirus disease 2019 (COVID-19) pandemic has exacted a huge physical and financial toll on our country, with well over 137,000 Ameri… [+5718 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Motley Fool'}",newsfeedback@fool.com (Will Healy),3 Cheap Tech Stocks to Buy Right Now,The future appears bright for these undervalued stocks.,https://www.fool.com/investing/2020/08/18/3-cheap-tech-stocks-to-buy-right-now/,https://g.foolcdn.com/editorial/images/587319/gettyimages-1213470229.jpg,2020-08-18T11:43:00Z,"Technology stocks have a reputation for pricey valuations. Many of the world's highest market caps are attached to tech companies that have built or revolutionized their industries. Thus, when start-… [+5609 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Motley Fool'}",newsfeedback@fool.com (Billy Duberstein),Like Dividends? I Bet You'll Love These 3 Stocks.,"Large-cap technology offers some of the best opportunities for high, safe, and growing dividends.",https://www.fool.com/investing/2020/07/23/like-dividends-i-bet-youll-love-these-3-stocks.aspx,https://g.foolcdn.com/editorial/images/583196/gettyimages-1255845124.jpg,2020-07-23T11:10:00Z,"With zero interest rates and may companies cutting their dividends left and right amid COVID-19, where is one to turn for large and sustainable payouts? While the payouts in beaten-down entertainment… [+6335 chars]",Broadcom,AVGO
"{'id': None, 'name': 'Triangle Business Journal'}",,San Jose-based Broadcom challenger raises $170M in unicorn round - Silicon Valley Business Journal,San Jose-based Broadcom challenger raises $170M in unicorn round  Silicon Valley Business Journal,https://www.bizjournals.com/sanjose/news/2020/07/21/innovium-raises-170m-at-unicorn-valuation.html,,2020-07-21T12:00:00Z,,Broadcom,AVGO
"{'id': None, 'name': 'Theregister.com'}",Tim Anderson,"New Relic streamlines app monitoring tools, shifts to per-user, pay-as-you-go pricing, adds free tier to lure you in","'The concept of paying for monitoring per host has not aged well'
Application Performance monitoring (APM) biz New Relic has trimmed its offerings to three core products and is moving away from host-based pricing to a per-user-per-month subscription and pay-a…",https://www.theregister.com/2020/07/30/new_relic_payment/,https://regmedia.co.uk/2019/10/23/price_shutterstock.jpg,2020-07-30T19:28:12Z,Application Performance monitoring (APM) biz New Relic has trimmed its offerings to three core products and is moving away from host-based pricing to a per-user-per-month subscription and pay-as-you-… [+2553 chars],Broadcom,AVGO
"{'id': None, 'name': 'iphonehacks.com'}",Rajesh Pandey,Qualcomm Hints at iPhone 12 Launch Being Slightly Delayed,Broadcom had previously hinted that the iPhone 12 launch could be delayed to October this year. Qualcomm has now hinted at the same thing with the company’s CFO claiming that its fourth-quarter (Q3 2020) sales will be affected due to the delay of a flagship p…,http://www.iphonehacks.com/2020/07/qualcomm-hints-iphone-12-launch-delayed.html,http://www.iphonehacks.com/wp-content/uploads/2019/05/Qualcomm-banner.jpg,2020-07-30T04:16:10Z,Broadcom had previously hinted that the iPhone 12 launch could be delayed to October this year. Qualcomm has now hinted at the same thing with the company’s CFO claiming that its fourth-quarter (Q3 2… [+1863 chars],Broadcom,AVGO
